G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,I1,I2,I3,I5,I6,I7,I8,I9,I10,I13,I14,I15,I16,I17,I18,I19,I21,I22,I24,I25,I26,I27,I28,I29,I30,I31,I33,B2,B3,B4,B6,B7,B9,B11,B12,B13,B15,B16,B17,B19,B22,B23,B24,B28,B29,B30,B31,B32,B33,B34,B35,quiz1,quiz2,S1T1_1,S1T1_2,S1T1_3,S1T2_1,S1T2_2,S1T2_3,S1T3_1,S1T3_2,S1T3_3,S1T4_1,S1T4_2,S1T4_3,S1T5_1,S1T5_2,S1T5_3,S2T1_1,S2T1_2,S2T1_3,S2T2_1,S2T2_2,S2T2_3,S2T3_1,S2T3_2,S2T3_3,S2T4_1,S2T4_2,S2T4_3,S2T5_1,S2T5_2,S2T5_3,S3T1_1,S3T1_2,S3T1_3,S3T2_1,S3T2_2,S3T2_3,S3T3_1,S3T3_2,S3T3_3,S3T4_1,S3T4_2,S3T4_3,S3T5_1,S3T5_2,S3T5_3,S4T1_1,S4T1_2,S4T1_3,S4T2_1,S4T2_2,S4T2_3,S4T3_1,S4T3_2,S4T3_3,S4T4_1,S4T4_2,S4T4_3,S4T5_1,S4T5_2,S4T5_3,GF1,GF2,GF3,GF4,GF5,GF6,GF7,GF8,GF9,GF10,GF11,GF12,GF13,GF14,GF15,GF16,GF17,GF18,GF19,GF20,GF21,GF22,GF23,GF24,GF25,GF26,GF27,GF28,GF29,GF30,GF31,GF32,GF33,GF34,GF35,GF36,GF37,GF38,GF39,GF40,GF41,GF42,GF43,GF44,GF45,GF46,GF47,GF48,GF49,GF50,GF51,GF52,GF53,GF54,GF55,GF56,GF57,GF58,GF59,GF60,Age,Gender,Ethnicity,Ethnicity_6_TEXT,end_open,Best_effort_2,Feedback,PROLIFIC_PID,Quiz
5,2,3,4,3,2,4,1,3,3,3,1,4,1,1,2,5,3,1,1,1,4,1,1,5,2,3,4,1,2,2,2,3,2,4,1,4,2,1,3,2,2,2,5,2,2,1,2,5,1,1,1,2,1,1,3,1,1,1,1,2,2,1,1,1,1,3,1,1,4,4,3,4,4,5,4,4,1,4,4,4,4,4,3,4,1,1,1,1,3,4,1,3,4,1,1,3,4,1,2,1,1,1,1,2,1,1,1,1,3,1,1,"1,3,4",3,1,2,3,2,1,2,3,1,1,3,2,1,3,2,3,2,1,3,2,1,3,2,1,3,2,1,3,1,2,3,2,1,1,3,2,1,3,2,1,2,3,1,3,2,1,2,3,2,3,1,1,3,2,3,1,2,2,1,3,1,3,2,1,2,3,1,3,2,2,1,3,1,3,2,3,1,2,2,3,1,1,3,2,1,3,2,1,3,2,3,2,1,2,1,3,1,2,3,1,2,3,3,1,2,1,3,2,1,3,2,2,1,3,2,1,3,1,3,2,36,male,1,,"Four activities:
1) Answered questions about how various personality traits applied to me
2) Answered questions about how likely I would be to use various workplace influence strategies
3) Ranked sets of three statements about hypothetical workplace influence strategies based on how likely I would be to use them
4) Ranked sets of three statements about my personality based on how much they described me

Also my Prolific ID is 590819e205fbfc000147720c (don't believe it was asked for previously)",1,"Everything seemed straightforward, can't think of any issues.",590819e205fbfc000147720c,
4,2,5,3,4,3,2,2,4,2,4,2,1,3,2,3,4,3,4,1,3,4,5,4,3,4,3,2,2,5,3,4,4,2,3,4,4,3,3,2,4,4,2,3,5,3,2,4,3,3,4,2,3,2,3,3,2,3,4,3,2,3,1,2,3,2,5,4,2,3,2,5,2,4,5,4,3,2,5,3,1,4,4,5,4,4,2,2,1,2,5,2,4,5,2,1,3,5,3,1,1,3,1,1,3,4,4,2,2,3,3,1,"1,3,4",3,2,1,2,3,1,2,1,3,3,2,1,3,1,2,2,3,1,1,3,2,2,3,1,3,2,1,3,2,1,2,3,1,3,1,2,1,3,2,2,1,3,3,2,1,1,3,2,3,1,2,3,2,1,2,1,3,3,2,1,3,1,2,3,1,2,3,2,1,2,1,3,3,1,2,2,1,3,2,3,1,3,2,1,2,1,3,2,3,1,3,1,2,3,2,1,1,3,2,3,2,1,3,2,1,2,3,1,2,3,1,2,1,3,3,1,2,3,2,1,21,Male,1,,"I completed a survey in 3 main parts. The first section was to rank how closely I resonated with different personality traits. The second was to rank the tactics I would use to influence someone in a workplace. The final section was to rank how closely different personality traits felt to me, also like a combination of the first 2 sections.",1,N/A,63b6c061f226d48d079b8c7a,
3,5,4,4,2,3,3,2,4,4,4,3,2,4,4,4,3,2,3,3,2,4,2,4,4,4,4,3,2,3,3,4,4,3,3,4,3,2,5,3,3,2,1,4,3,4,2,2,2,1,4,2,3,3,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,2,3,4,1,1,1,1,4,4,1,3,4,4,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1,3,4",2,1,3,3,1,2,1,3,2,2,3,1,1,2,3,2,3,1,3,2,1,3,1,2,2,3,1,3,1,2,3,1,2,2,1,3,1,3,2,1,3,2,1,2,3,1,2,3,3,2,1,1,3,2,2,3,1,1,2,3,3,1,2,3,1,2,3,2,1,3,1,2,3,1,2,1,2,3,1,3,2,2,3,1,2,1,3,1,3,2,3,1,2,3,1,2,1,3,2,3,2,1,2,3,1,1,3,2,1,3,2,3,1,2,3,1,2,2,1,3,31,male,1,,"describe/rate methods that i would use to get someone to do something in a workplace, whilst doing the same for my personality traits",1,,5af0372776b763000133175a,
4,4,1,2,3,2,1,4,4,4,4,4,4,5,3,1,1,4,5,4,2,3,2,2,4,4,5,4,1,2,2,4,4,3,1,5,1,1,4,4,2,4,2,2,2,2,1,5,1,2,2,2,2,4,2,1,4,2,1,1,1,2,1,1,1,1,1,4,1,5,5,1,4,4,3,2,2,2,5,5,5,5,5,5,5,1,1,1,1,4,4,1,4,3,1,1,2,5,1,3,1,1,1,1,4,1,3,1,1,4,3,1,"1,3,4",2,1,3,2,3,1,3,2,1,1,2,3,3,1,2,1,2,3,3,2,1,3,2,1,1,2,3,3,1,2,1,2,3,2,3,1,1,3,2,1,2,3,3,1,2,1,2,3,1,3,2,2,1,3,1,2,3,3,1,2,3,1,2,3,2,1,3,1,2,1,3,2,2,1,3,3,2,1,1,2,3,2,1,3,3,2,1,1,2,3,2,1,3,2,3,1,3,2,1,2,3,1,2,3,1,3,2,1,3,1,2,2,3,1,2,3,1,1,3,2,21,female,1,,answer questions about my personality traits & how i would get others to do things i want,1,,603ae163f21b736f470992bd,
4,4,5,4,4,2,5,2,2,1,4,2,4,2,4,4,4,3,4,1,5,2,1,2,4,4,1,3,4,2,4,3,4,2,4,1,4,4,2,2,4,2,4,4,4,4,2,4,4,4,4,2,4,4,2,2,4,4,4,3,4,4,4,2,2,3,4,2,4,2,4,5,5,3,4,2,4,4,2,4,4,5,5,4,3,2,4,4,3,5,4,3,4,5,5,4,3,3,4,1,1,1,2,2,4,4,2,4,4,4,4,1,"1,3,4",3,1,2,2,1,3,2,3,1,2,3,1,1,3,2,1,2,3,3,1,2,3,2,1,3,1,2,3,1,2,2,1,3,1,2,3,2,1,3,1,3,2,3,1,2,3,2,1,3,2,1,2,3,1,1,3,2,3,2,1,3,1,2,2,1,3,2,3,1,2,3,1,2,1,3,3,2,1,2,1,3,2,3,1,2,1,3,1,3,2,2,3,1,2,1,3,2,1,3,3,2,1,2,1,3,2,1,3,1,3,2,3,2,1,2,3,1,3,2,1,32,Male,1,,You asked me to rank in order the technique I would use to influence the behaviour of Person B. ,1,N/A.,66bd2aa1776a4169d4b17295,
2,4,5,3,4,1,5,4,3,3,4,1,3,1,1,1,4,2,2,2,3,3,2,3,5,3,2,4,2,2,3,4,2,2,2,2,4,1,1,1,5,1,2,5,3,2,2,3,3,1,2,1,2,1,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,2,2,4,3,5,5,4,4,1,4,3,4,4,4,4,5,2,3,1,1,2,5,1,1,5,1,1,3,4,1,1,1,1,1,1,1,1,4,2,1,4,1,1,"1,3,4",3,1,2,3,1,2,1,3,2,2,3,1,1,3,2,3,1,2,3,2,1,3,2,1,3,2,1,3,1,2,3,2,1,3,1,2,1,3,2,1,2,3,1,3,2,1,2,3,3,1,2,1,3,2,3,1,2,3,1,2,3,1,2,1,2,3,1,2,3,2,1,3,1,2,3,3,1,2,3,2,1,2,3,1,1,2,3,1,2,3,2,1,3,2,1,3,1,3,2,3,1,2,2,1,3,1,3,2,1,3,2,2,1,3,2,1,3,3,1,2,51,Female,1,,"Answer personally type questions, drag and drop responses about how I see myself and drag and drop responses about how I might convince someone to do something in the workplace. ",1,,60e97cc8cfc0ba33080d90fe,
5,4,3,4,3,3,5,3,2,4,2,2,4,3,4,3,4,3,2,2,4,3,2,2,4,2,4,4,2,3,2,2,3,3,4,2,2,4,3,4,3,2,2,4,2,4,2,4,4,2,2,2,2,3,3,4,2,3,4,2,3,5,2,3,4,2,4,2,3,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,2,3,3,3,5,4,3,3,4,2,2,4,4,2,4,2,2,2,2,3,3,4,3,2,4,4,2,"1,2,3,4",3,1,2,2,1,3,2,3,1,1,2,3,3,2,1,3,1,2,2,1,3,2,3,1,2,3,1,3,1,2,2,3,1,1,2,3,2,3,1,1,2,3,3,2,1,2,3,1,2,3,1,1,2,3,1,3,2,3,1,2,2,1,3,1,3,2,1,3,2,1,3,2,2,1,3,3,1,2,2,1,3,1,3,2,1,3,2,1,3,2,1,2,3,2,3,1,2,1,3,2,1,3,3,1,2,1,2,3,1,3,2,1,3,2,1,3,2,1,3,2,30,Male,3,,Asked about the type of person I am and how my personality works with the situation. Also I have to arrange my personality traits in order of prioritizing. You also asked about how I will response in different situations of the life.,1,None.,669a8e0499445c0c04893dd1,0
4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,2,3,4,2,4,2,3,4,4,4,2,2,2,4,2,2,2,2,2,4,2,4,4,2,2,4,4,4,4,2,4,4,4,4,4,4,4,2,2,2,2,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"1,3,4",1,3,2,1,2,3,1,2,3,2,1,3,2,1,3,1,3,2,1,3,2,1,2,3,2,1,3,2,3,1,1,3,2,3,1,2,2,3,1,1,3,2,3,1,2,3,2,1,3,2,1,2,3,1,3,2,1,2,1,3,2,3,1,2,1,3,2,3,1,2,3,1,2,1,3,2,1,3,2,3,1,3,2,1,1,3,2,2,1,3,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,1,3,2,2,3,1,2,3,1,2,3,1,2,1,3,26,Male,1,,"First part was about myself, second part was about methods of persuasion. Then it was ranking different things in order",1,,66aa74ebffdb7bbbd87bd708,
5,5,3,4,2,1,5,2,2,4,5,1,3,2,1,3,4,3,2,1,1,4,2,1,4,4,1,4,3,3,3,2,1,3,4,1,4,3,1,4,2,1,1,4,3,3,1,1,3,1,3,1,3,1,1,4,1,1,1,1,1,2,1,1,1,1,2,2,1,4,4,4,4,4,3,3,3,2,4,5,4,4,4,4,5,1,1,1,1,2,3,1,2,3,1,1,3,5,1,3,1,1,1,1,5,1,1,1,1,3,1,1,"1,3,4",2,1,3,2,1,3,2,3,1,1,2,3,1,3,2,1,2,3,3,1,2,2,3,1,3,2,1,3,1,2,1,2,3,2,3,1,3,1,2,1,2,3,3,2,1,1,2,3,2,3,1,2,3,1,2,1,3,3,1,2,1,3,2,1,2,3,1,3,2,2,1,3,1,3,2,3,1,2,1,3,2,1,2,3,2,1,3,2,3,1,1,2,3,2,1,3,2,1,3,1,2,3,3,2,1,1,2,3,1,3,2,2,1,3,3,1,2,1,2,3,39,Male,1,,Asked to rank different personality traits and influence tactics I would use on a co-worker in the workplace.,1,,5aa8ebf089de8200013f8c48,
3,4,5,3,4,4,2,3,4,2,4,3,3,5,2,2,2,2,5,1,4,2,4,5,3,4,3,4,4,5,5,5,4,3,3,5,4,3,4,3,4,4,3,2,4,5,4,4,4,2,5,5,4,4,4,3,3,2,3,2,3,3,2,4,1,2,2,3,1,5,5,4,5,5,5,4,4,2,5,5,5,5,5,5,5,4,4,2,4,4,4,4,5,4,1,1,4,5,1,2,1,1,1,1,5,3,4,2,1,5,3,1,"1,3,4",3,2,1,2,3,1,2,3,1,2,3,1,1,2,3,3,1,2,3,1,2,3,2,1,3,2,1,3,1,2,1,2,3,3,1,2,1,3,2,1,3,2,1,3,2,1,2,3,2,1,3,1,3,2,3,2,1,3,1,2,3,1,2,1,2,3,3,2,1,3,1,2,3,1,2,1,2,3,1,3,2,3,2,1,2,1,3,2,3,1,3,1,2,2,3,1,2,3,1,3,1,2,2,3,1,1,3,2,2,3,1,1,2,3,2,3,1,2,1,3,30,Female,1,,You asked me to answer questions about myself and my own traits and questions about how I would influence others. Some questions were ranking questions where I used a slider to say which best describes how I would influence someone or best described me,1,None,6154b537a93b01369670a9f5,
4,4,3,4,4,2,2,1,2,3,4,2,2,4,1,4,5,4,2,2,1,1,1,1,1,5,4,2,2,2,4,4,2,2,4,2,2,2,2,2,4,2,2,2,2,4,4,2,2,1,1,1,1,3,2,4,2,2,5,4,1,1,1,1,1,1,1,4,1,2,4,4,4,5,5,4,4,3,4,4,2,4,5,2,4,4,4,1,1,4,5,1,4,4,1,4,2,4,1,1,1,1,1,1,3,1,4,1,1,4,1,1,"1,3,4",2,1,3,3,1,2,2,3,1,2,3,1,3,2,1,1,2,3,3,2,1,3,2,1,2,3,1,3,2,1,2,1,3,1,3,2,1,2,3,2,1,3,1,2,3,2,1,3,1,3,2,1,3,2,3,2,1,3,1,2,1,3,2,1,3,2,2,3,1,3,1,2,3,1,2,2,1,3,1,3,2,3,1,2,3,2,1,1,3,2,1,2,3,3,1,2,3,2,1,3,1,2,1,3,2,3,1,2,3,1,2,2,3,1,1,2,3,3,1,2,55,Male,1,,Rank personality traits and make decisions about how you would treat people in the workplace.,1,It was a very interesting survey ,663dd4cf83faf4eacc0a7582,
4,5,4,3,3,1,4,3,4,2,5,3,1,3,2,1,3,1,5,3,2,2,2,4,4,5,1,3,2,5,5,5,4,2,3,3,3,2,4,2,4,2,3,4,4,5,1,1,2,1,5,1,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,4,3,2,1,4,4,4,5,4,4,4,1,1,1,1,2,3,1,1,1,1,1,3,4,1,1,1,1,1,1,1,3,1,1,1,2,3,1,"1,3,4",2,1,3,1,3,2,1,3,2,1,2,3,2,3,1,3,2,1,1,2,3,3,2,1,3,2,1,3,1,2,2,3,1,2,1,3,1,3,2,1,2,3,2,3,1,1,2,3,2,1,3,1,3,2,2,1,3,3,1,2,3,1,2,2,1,3,1,2,3,3,1,2,3,1,2,3,1,2,1,3,2,3,2,1,2,1,3,3,2,1,2,1,3,3,1,2,2,3,1,3,1,2,2,1,3,1,2,3,2,3,1,3,1,2,3,2,1,3,2,1,45,Female,1,,Rank tactics we would use to get another person to do something that would benefit us and answer questions about ourselves,1,,5a453d59b77a5000014a85c7,
4,5,4,3,2,4,2,4,2,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,2,4,5,4,4,4,3,4,4,4,4,2,3,3,2,2,3,2,4,2,3,4,4,4,2,4,4,1,2,4,4,2,4,2,2,1,2,4,2,4,2,4,2,2,4,4,4,2,4,4,4,2,2,2,2,4,4,3,4,4,2,4,2,1,1,2,5,4,4,2,2,4,4,4,2,1,1,1,1,1,2,2,1,2,2,3,2,1,1,2,1,3,2,1,3,3,2,1,3,2,1,1,3,2,3,2,1,2,1,3,3,1,2,3,1,2,1,2,3,2,1,3,1,3,2,1,3,2,3,2,1,2,3,1,1,2,3,1,3,2,1,2,3,3,1,2,3,1,2,1,3,2,1,3,2,3,1,2,2,1,3,3,1,2,3,2,1,1,3,2,1,3,2,2,1,3,3,1,2,1,3,2,2,1,3,1,3,2,3,2,1,2,1,3,1,3,2,1,3,2,1,3,2,1,3,2,3,1,2,41,Male,1,,Rank methods with dealing with work colleagues ,1,,62a8e8d53d81e31a0c0331d3,
4,5,4,4,5,2,2,3,4,1,5,3,2,4,4,1,4,2,5,4,4,1,4,4,4,4,2,2,1,5,4,5,5,2,4,4,4,4,4,2,5,3,3,3,5,4,2,5,2,2,5,1,5,1,2,4,2,2,3,4,1,2,1,1,1,1,2,1,1,4,4,4,4,4,5,3,3,2,4,5,4,3,3,2,3,1,1,1,1,3,5,1,1,4,1,1,4,4,1,1,1,1,1,1,3,3,4,2,1,3,3,1,"1,3,4",3,2,1,2,1,3,1,3,2,2,3,1,1,3,2,3,2,1,1,2,3,3,2,1,3,2,1,3,1,2,3,2,1,2,3,1,2,3,1,1,2,3,3,2,1,1,3,2,1,2,3,3,1,2,3,2,1,3,1,2,3,1,2,2,1,3,3,2,1,3,1,2,3,1,2,3,1,2,1,3,2,3,2,1,2,1,3,2,3,1,3,1,2,3,2,1,2,3,1,3,1,2,3,2,1,1,3,2,2,3,1,3,1,2,3,1,2,3,2,1,18,Female,1,,"I was asked to answer some questions about myself, about which tactics I would use to influence person B to do something in the workplace, to rank these tactics based on which ones I'd rather use, and rank my personality traits based on which more accurately describe me.",1,,65d0bc8631c934ef41d17198,
5,2,4,2,4,3,4,2,5,2,5,1,2,4,2,2,2,4,5,2,5,2,4,3,4,4,5,4,2,4,4,2,4,2,2,4,4,3,4,2,5,4,4,4,2,4,2,5,2,3,2,1,2,2,1,1,2,2,2,4,2,2,1,2,1,4,2,1,1,2,4,4,4,5,5,4,4,2,4,5,4,5,4,4,4,3,2,1,1,4,5,3,4,5,1,2,5,5,3,4,1,1,1,2,4,5,1,4,1,5,2,1,"1,3,4",1,2,3,2,3,1,3,2,1,3,2,1,1,3,2,2,1,3,2,3,1,3,2,1,3,2,1,3,1,2,2,1,3,1,2,3,1,3,2,1,2,3,2,3,1,1,2,3,1,3,2,2,3,1,3,1,2,2,1,3,1,3,2,3,1,2,2,3,1,3,1,2,3,1,2,2,3,1,1,3,2,3,1,2,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,1,2,1,2,3,3,2,1,1,3,2,3,1,2,2,3,1,2,1,3,28,non-binary,1,,asked about my personality and willingness to do things to influence behaviors in the workplace,1,,614e5800700722cbcde4f131,
4,5,2,4,4,2,3,1,2,4,4,2,2,3,2,2,4,2,2,1,2,4,2,2,4,5,2,2,3,2,4,2,2,2,4,2,4,3,2,2,1,2,2,4,2,5,2,2,2,2,1,2,2,2,4,4,3,2,2,1,1,2,1,1,1,1,2,1,1,2,3,2,4,5,2,1,3,1,4,2,4,5,2,4,4,1,1,1,1,2,4,1,2,3,1,1,2,2,1,1,1,1,1,1,2,1,3,1,1,2,2,1,"1,3,4",2,1,3,3,1,2,3,2,1,1,3,2,1,3,2,3,1,2,3,2,1,3,2,1,3,2,1,3,1,2,1,2,3,1,3,2,2,3,1,1,2,3,2,3,1,1,2,3,1,3,2,1,3,2,3,1,2,3,1,2,2,1,3,1,2,3,1,3,2,2,1,3,2,1,3,2,1,3,2,3,1,1,2,3,2,1,3,2,1,3,1,3,2,2,1,3,1,2,3,1,3,2,2,1,3,1,2,3,1,3,2,1,3,2,2,1,3,3,2,1,51,Male,1,,"I was asked which tactics I would use when I want someone else to do something for me at work, e.g. to do a task for me. I would rate the different tactics first and then rank them in order of preference when 3 options were given. I was also asked questions regarding my personality.",1,No further feedback,60e197c98498a8f2baa8bc24,
3,4,2,4,1,4,4,4,3,4,2,4,4,2,3,3,3,2,2,2,1,4,2,1,4,2,3,4,4,1,2,1,2,3,4,1,2,1,1,2,1,1,1,4,1,2,1,3,3,1,1,1,1,1,2,3,1,1,1,1,2,3,1,2,4,1,3,2,1,4,4,5,3,4,4,4,2,2,5,5,5,5,5,4,4,1,4,1,1,2,4,1,1,5,1,1,3,4,1,1,1,1,1,1,1,1,4,1,1,3,2,1,1,2,1,3,3,1,2,2,3,1,1,3,2,1,3,2,1,3,2,3,2,1,1,2,3,3,2,1,3,1,2,3,1,2,2,1,3,1,3,2,1,2,3,1,2,3,2,1,3,3,2,1,1,3,2,3,1,2,2,1,3,2,1,3,1,3,2,1,2,3,1,3,2,1,3,2,3,1,2,2,1,3,1,2,3,1,3,2,1,2,3,2,3,1,2,1,3,1,3,2,2,3,1,2,1,3,2,3,1,1,2,3,1,2,3,2,1,3,3,2,1,41,Female,1,,To go through influencing behaviors of the work place. To determine how to change the mind of another. What tactics would be best suited for a situation. And to influence that person into something you need to be done.,1,I think this is a good study. As I have myself had to use different tactics to influence a employee. And have had it done to myself also. ,66e2606a0d471c63802982dd,
5,5,5,4,5,5,3,1,5,3,5,2,3,3,2,3,2,2,2,2,4,3,3,4,4,5,2,3,1,3,5,3,4,3,4,2,2,4,2,4,5,4,4,3,4,5,2,4,4,5,3,1,3,3,1,4,3,2,3,2,2,2,2,1,1,1,3,1,1,4,4,5,4,4,4,4,5,4,4,5,4,5,4,4,4,4,3,2,1,1,4,1,3,5,1,1,3,4,2,2,2,2,2,1,1,5,4,1,1,4,3,1,"1,2,3,4",3,1,2,3,1,2,2,3,1,2,3,1,1,3,2,3,2,1,3,1,2,1,3,2,3,2,1,3,1,2,3,2,1,2,1,3,1,2,3,2,1,3,1,3,2,3,1,2,3,1,2,2,1,3,3,1,2,3,1,2,3,1,2,2,1,3,2,3,1,2,1,3,3,1,2,3,1,2,2,3,1,2,3,1,2,1,3,2,3,1,1,2,3,2,1,3,2,1,3,3,2,1,1,3,2,1,3,2,2,3,1,3,1,2,3,1,2,2,1,3,29,Male,2,,To describe my various personality traits,1,,6697ed1d16c4731ad16dcd4a,0
5,4,3,4,2,4,2,1,4,3,5,4,2,3,3,3,3,4,4,4,3,2,3,3,4,5,2,2,3,4,4,4,4,4,3,3,2,4,2,5,1,3,4,2,4,5,3,2,2,1,4,2,4,3,4,2,5,2,2,4,4,5,1,1,3,1,2,1,4,2,3,5,4,5,5,4,4,3,3,4,4,4,2,2,4,3,4,3,4,4,5,4,2,4,4,3,4,3,4,1,4,1,1,1,3,3,4,4,1,4,4,1,"1,3,4",1,2,3,1,2,3,3,2,1,1,3,2,2,3,1,3,1,2,3,1,2,3,2,1,3,2,1,3,1,2,3,1,2,1,3,2,2,3,1,1,2,3,1,3,2,1,2,3,1,3,2,3,1,2,3,2,1,2,1,3,1,2,3,1,3,2,3,2,1,2,1,3,2,3,1,3,2,1,2,1,3,1,2,3,2,1,3,2,3,1,1,3,2,1,2,3,2,1,3,1,3,2,1,3,2,1,2,3,3,2,1,2,1,3,2,3,1,2,3,1,36,male,3,,my personality trait and my most comfortable tactics i used to persuade other people to do my demanding task ,1,:3,6679d3b8699020041be9df42,
5,5,2,4,4,3,5,3,5,5,3,2,5,1,2,1,3,3,2,2,2,3,1,1,5,3,3,5,2,1,2,1,1,5,3,2,4,1,2,3,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,2,1,1,3,1,1,4,4,5,4,5,5,5,5,2,4,4,3,4,4,2,4,4,2,1,2,2,5,1,2,5,1,3,4,5,1,1,2,1,2,3,4,1,4,3,1,5,1,1,"1,3,4",3,1,2,3,1,2,2,3,1,1,3,2,2,1,3,3,1,2,3,1,2,2,3,1,2,3,1,3,1,2,3,2,1,1,2,3,1,3,2,1,2,3,2,1,3,1,2,3,2,3,1,1,3,2,1,2,3,2,1,3,2,1,3,3,1,2,1,3,2,2,3,1,3,2,1,3,2,1,2,1,3,1,3,2,1,3,2,1,2,3,1,3,2,1,2,3,1,3,2,1,3,2,3,1,2,1,2,3,1,2,3,1,3,2,1,2,3,2,1,3,57,Male,1,,"To evaluate a service, to rank likely ways I might persuade a colleague to do a particular thing I wanted them to do, and to rate or rank my personality traits.",1,,5eb59589076e4745250148ed,
5,5,4,4,4,5,4,3,4,5,5,4,4,2,4,4,4,4,1,4,2,4,1,4,4,4,4,5,2,2,2,2,4,4,4,1,4,1,1,4,2,4,2,5,2,4,1,2,5,2,2,4,2,3,2,2,1,2,2,1,1,1,1,2,2,1,3,4,4,5,5,4,4,4,4,4,4,3,5,5,4,4,4,4,4,1,1,1,1,5,4,1,4,4,1,1,4,4,1,2,1,1,2,1,2,1,1,1,1,3,2,1,"1,3,4",2,1,3,3,1,2,3,2,1,3,2,1,1,3,2,3,1,2,2,1,3,3,2,1,2,1,3,3,2,1,1,2,3,1,3,2,2,3,1,2,1,3,3,2,1,1,2,3,3,2,1,1,2,3,1,2,3,3,2,1,3,2,1,2,3,1,1,3,2,2,1,3,2,3,1,3,1,2,3,1,2,1,3,2,1,2,3,1,2,3,2,3,1,2,1,3,1,2,3,1,3,2,2,1,3,1,3,2,1,2,3,1,3,2,1,3,2,2,1,3,33,Female,1,,What decisions I would make to influence people to do what I want in the workplace.,1,,66589cb40bba8a88da3c3a88,
4,5,4,5,3,2,4,2,3,3,4,1,2,4,2,2,4,2,4,2,3,3,3,1,4,3,4,2,1,2,2,3,3,2,5,4,4,3,4,2,2,2,2,4,4,2,2,3,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,2,1,1,4,1,4,4,1,1,4,2,1,1,1,4,4,4,5,4,4,4,1,1,1,1,4,4,1,3,3,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,"1,3,4",2,1,3,3,2,1,2,1,3,1,3,2,3,1,2,3,1,2,3,2,1,3,2,1,1,2,3,3,1,2,1,2,3,1,2,3,1,3,2,1,2,3,3,1,2,1,2,3,2,3,1,1,3,2,1,2,3,3,1,2,2,1,3,1,2,3,1,3,2,1,2,3,2,1,3,3,1,2,1,3,2,1,2,3,1,2,3,1,3,2,1,2,3,3,1,2,1,3,2,2,1,3,3,1,2,2,3,1,1,3,2,2,1,3,2,1,3,2,1,3,64,Male,1,,"Answer questions regarding influence methods I would use, and how comfortable I was about using them on colleagues in the workplace so that they would follow my instructions.",1,"I had problems finding any association with the later personality questions, some did not represent me whatsoever, not sure how that will effect the data!",66295e015fdaa405a56cdfdf,
4,3,4,4,4,2,3,2,2,2,3,4,3,4,2,2,3,2,2,2,3,2,2,2,3,3,2,2,3,3,2,3,3,3,4,3,3,2,3,2,3,2,2,2,2,3,3,2,2,2,2,1,3,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1,4,4,3,4,4,3,2,1,1,4,4,4,4,4,3,4,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1,3,4",2,1,3,1,3,2,3,2,1,1,3,2,2,3,1,3,1,2,3,2,1,3,2,1,3,2,1,3,1,2,3,2,1,2,1,3,2,3,1,2,1,3,2,3,1,1,2,3,2,3,1,2,1,3,3,1,2,3,1,2,2,3,1,2,1,3,1,3,2,3,1,2,2,1,3,3,1,2,2,3,1,3,1,2,1,2,3,1,3,2,3,1,2,3,2,1,1,3,2,3,1,2,3,1,2,1,2,3,1,2,3,3,1,2,3,2,1,3,1,2,23,male,3,,Compare personality to how you would manipulate someone at the work place,1,,64dd27e89ef24c0b30506762,
